,Item,SubjectID,RT,ACC,spkr,correct_response,confusable,word1,word2,gender_order,context,phoneme_pair_ordered,phoneme_pair,pu,vvl,list
137,105,262,1612.81,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
138,105,212,673.22,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
139,105,216,703.58,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
140,105,204,1910.92,0,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
141,105,262,878.82,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
142,105,216,887.79,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
143,105,200,1376.96,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
144,105,208,846.47,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
145,105,218,732.01,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
146,105,212,989.48,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
147,105,210,751.8,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
148,105,251,721.85,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
149,105,202,733.25,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
150,105,214,974.41,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
151,105,218,956.32,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
152,105,261,863.01,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
153,105,253,933.65,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
154,105,206,967.38,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
155,105,261,1225.71,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
156,105,259,916.06,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
157,105,259,925.24,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
158,105,202,673.48,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
159,105,255,1378,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
160,105,214,1327.73,0,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
161,105,253,861.6,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
162,105,257,778.7,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
163,105,200,868.89,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
164,105,210,812.71,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
165,105,255,952.24,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
166,105,251,1103.09,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
167,105,206,786.98,0,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
168,105,208,994.2,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
169,105,204,1101.35,1,L2,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
170,105,257,1775.92,1,NS,0,Y,4906,4005,mf,M,A-h-,A-h-,p,0,a
171,106,204,1658.87,0,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
172,106,255,1124.45,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
173,106,204,1601.2,0,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
174,106,251,930.93,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
175,106,259,843.92,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
176,106,210,871.2,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
177,106,257,1531.91,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
178,106,218,672.31,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
179,106,210,1939.38,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
180,106,200,1407.35,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
181,106,212,807.32,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
182,106,251,788.41,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
183,106,262,1286.31,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
184,106,200,1194.55,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
185,106,216,991.15,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
186,106,253,723.78,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
187,106,216,977.74,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
188,106,202,877.91,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
189,106,214,1214.29,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
190,106,259,1013.47,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
191,106,262,2000,0,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
192,106,206,1116.16,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
193,106,261,943.64,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
194,106,212,1004.86,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
195,106,253,1243.73,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
196,106,208,1016.23,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
197,106,255,1163.89,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
198,106,202,1044.08,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
199,106,214,1001.44,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
200,106,257,932.03,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
201,106,208,1116.29,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
202,106,261,1154.45,1,NS,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
203,106,218,980.06,0,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
204,106,206,991.12,1,L2,0,Y,4005,4906,mf,M,h-A-,A-h-,p,0,a
205,107,204,1019.02,0,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
206,107,257,1127.64,1,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
207,107,216,841.84,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
208,107,206,1180.84,0,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
209,107,253,2000,0,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
210,107,202,849.08,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
211,107,216,765.56,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
212,107,218,952.6,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
213,107,257,837.45,1,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
214,107,253,1305.76,1,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
215,107,212,759.1,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
216,107,208,942.69,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
217,107,200,1179.32,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
218,107,210,37.94,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
219,107,262,904.65,0,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
220,107,214,847.42,0,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
221,107,210,1287.99,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
222,107,261,1211.19,1,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
223,107,259,1687.62,1,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
224,107,261,972.68,1,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
225,107,218,979.62,0,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
226,107,200,950.79,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
227,107,255,1192.21,1,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
228,107,214,1027.38,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
229,107,212,660.94,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
230,107,251,749.29,1,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
231,107,208,1136.53,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
232,107,206,1301.63,1,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
233,107,262,968.84,0,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
234,107,251,959.99,1,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
235,107,204,1568.93,0,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
236,107,255,1176.56,1,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
237,107,202,870.32,0,L2,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
238,107,259,801.17,1,NS,0,Y,4805,4706,fm,M,Rx,Rx,u,0,a
239,108,253,1275.49,1,NS,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
240,108,253,1280.94,1,NS,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
241,108,214,1078.05,0,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
242,108,216,906.58,0,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
243,108,208,1597.14,0,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
244,108,257,1391.03,1,NS,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
245,108,204,1043.68,0,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
246,108,210,1659.82,1,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
247,108,202,1033.49,1,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
248,108,255,1202.56,1,NS,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
249,108,206,1052.04,1,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
250,108,200,1130.06,0,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
251,108,251,988.84,1,NS,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
252,108,208,1418.03,1,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
253,108,206,874.43,1,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
254,108,251,1072.29,1,NS,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
255,108,204,1760.71,0,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
256,108,212,897.22,1,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
257,108,262,2000,0,NS,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
258,108,262,1430.79,1,NS,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
259,108,218,1021.79,0,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
260,108,255,1324.13,1,NS,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
261,108,261,1258.6,1,NS,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
262,108,210,1622.47,1,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
263,108,200,976.55,0,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
264,108,218,1947.49,1,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
265,108,202,1217.83,0,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
266,108,216,921.37,0,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
267,108,214,1040.99,1,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
268,108,259,1567.34,1,NS,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
269,108,212,1224.13,1,L2,0,Y,4706,4805,fm,M,xR,Rx,u,0,a
270,109,210,1009.21,1,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
271,109,259,1093.97,1,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
272,109,251,1858.71,1,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
273,109,262,1039.03,1,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
274,109,255,1818.93,1,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
275,109,202,1102.76,1,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
276,109,200,1196.32,0,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
277,109,212,1755.53,0,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
278,109,200,1277.49,0,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
279,109,253,1523.14,1,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
280,109,208,1447.29,1,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
281,109,261,1229.37,1,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
282,109,206,1426.02,0,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
283,109,259,1588.25,1,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
284,109,204,1481.33,1,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
285,109,262,1402.62,0,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
286,109,212,974.42,1,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
287,109,253,1562.81,1,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
288,109,255,1066.35,1,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
289,109,251,968.76,1,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
290,109,257,1072.69,1,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
291,109,206,1327.54,1,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
292,109,202,1077.27,1,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
293,109,257,1291.18,1,NS,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
294,109,216,955.78,1,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
295,109,214,1124.35,1,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
296,109,214,1289.64,1,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
297,109,204,1287.82,0,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
298,109,208,1062.06,1,L2,0,Y,4907,4007,mf,F,A-h-,A-h-,p,0,a
